source_job_id,url,title_clean,normalized_title,role_family,reason
7654880,https://job-boards.greenhouse.io/capco/jobs/7654880,Actuarial Data Consultant,consultant,consulting,data_title_family_mismatch
7612097,https://job-boards.greenhouse.io/capco/jobs/7612097,Actuarial Data Consultant,consultant,consulting,data_title_family_mismatch
7585221,https://job-boards.greenhouse.io/capco/jobs/7585221,Application Support Engineer with Salesforce,software_engineer,software_engineering,sales_title_family_mismatch
7581025,https://job-boards.greenhouse.io/capco/jobs/7581025,Applied AI & Analytics - Principal Consultant,consultant,consulting,data_title_family_mismatch
7443994,https://job-boards.greenhouse.io/capco/jobs/7443994,Banco de Talentos - Product Owner,product_manager,product_management,hr_title_family_mismatch
7573514,https://job-boards.greenhouse.io/capco/jobs/7573514,BA- Reference Data - Mumbai,business_analyst,business_analysis,data_title_family_mismatch
7217669,https://job-boards.greenhouse.io/capco/jobs/7217669,Business Analyst - Product Control/Financial Accounting (She/He/They),business_analyst,business_analysis,product_title_family_mismatch
7215592,https://job-boards.greenhouse.io/capco/jobs/7215592,Business Analyst - Product Control/ FX products (She/He/They),business_analyst,business_analysis,product_title_family_mismatch
7594438,https://job-boards.greenhouse.io/capco/jobs/7594438,Business Analyst - Product Control/ Regulatory Reporting (She/He/They),business_analyst,business_analysis,product_title_family_mismatch
7573533,https://job-boards.greenhouse.io/capco/jobs/7573533,Consultant | AI Product Analyst,consultant,consulting,product_title_family_mismatch
7522164,https://job-boards.greenhouse.io/capco/jobs/7522164,Consultant | Data Analyst,consultant,consulting,data_title_family_mismatch
7278861,https://job-boards.greenhouse.io/capco/jobs/7278861,Consultant / Senior Consultant / Principal Consultant - Data,consultant,consulting,data_title_family_mismatch
7570849,https://job-boards.greenhouse.io/capco/jobs/7570849,Data & AI Strategy Consultant - Manager/Senior Manager,consultant,consulting,data_title_family_mismatch
7549000,https://job-boards.greenhouse.io/capco/jobs/7549000,Data Engineer/Consultant (Databricks),consultant,consulting,data_title_family_mismatch
7526533,https://job-boards.greenhouse.io/capco/jobs/7526533,Data Management Consultant,consultant,consulting,data_title_family_mismatch
6247156,https://job-boards.greenhouse.io/capco/jobs/6247156,Data Management Consultant (Banking/Financial Service),consultant,consulting,data_title_family_mismatch
7529761,https://job-boards.greenhouse.io/capco/jobs/7529761,Data Modelling Consultant - Riyadh,consultant,consulting,data_title_family_mismatch
7558759,https://job-boards.greenhouse.io/capco/jobs/7558759,Data Product Manager Principal Consultant,consultant,consulting,product_title_family_mismatch
7610059,https://job-boards.greenhouse.io/capco/jobs/7610059,Engenheiro(a) Sênior de Data & Analytics (Microsoft Fabric & Power BI) — Marketing Analytics | Inglês,marketing_specialist,marketing,data_title_family_mismatch
7664921,https://job-boards.greenhouse.io/capco/jobs/7664921,HR Business Analyst - 6 Month FTC,business_analyst,business_analysis,hr_title_family_mismatch
7573808,https://job-boards.greenhouse.io/capco/jobs/7573808,Lead Data Analytics Consultant,consultant,consulting,data_title_family_mismatch
7593670,https://job-boards.greenhouse.io/capco/jobs/7593670,Management Consultant: Data Analytics Lead – Managing Principal (Director),consultant,consulting,data_title_family_mismatch
7641148,https://job-boards.greenhouse.io/capco/jobs/7641148,MuleSoft and Salesforce Developer,software_engineer,software_engineering,sales_title_family_mismatch
7431318,https://job-boards.greenhouse.io/capco/jobs/7431318,Program Manager | Digital Product & Wealth Management,manager,operations,product_title_family_mismatch
6973397,https://job-boards.greenhouse.io/capco/jobs/6973397,Project Manager - Product Control (She/He/They),manager,operations,product_title_family_mismatch
7493742,https://job-boards.greenhouse.io/capco/jobs/7493742,Salesforce Developer - Remoto,software_engineer,software_engineering,sales_title_family_mismatch
7559815,https://job-boards.greenhouse.io/capco/jobs/7559815,Salesforce Developer with Aura/ Lightning - Bangalore,software_engineer,software_engineering,sales_title_family_mismatch
7532921,https://job-boards.greenhouse.io/capco/jobs/7532921,Senior Consultant | Data Analyst,consultant,consulting,data_title_family_mismatch
7597716,https://job-boards.greenhouse.io/capco/jobs/7597716,Senior Consultant - Data Modeler,consultant,consulting,data_title_family_mismatch
7573811,https://job-boards.greenhouse.io/capco/jobs/7573811,Senior Data Analytics Consultant,consultant,consulting,data_title_family_mismatch
7570751,https://job-boards.greenhouse.io/capco/jobs/7570751,Senior Data Modelling Consultant,consultant,consulting,data_title_family_mismatch
7567091,https://job-boards.greenhouse.io/capco/jobs/7567091,Senior DevOps Engineer - AI Products (She/ He/ They),devops_engineer,devops,product_title_family_mismatch
